城市,景点名称,景点类型,最佳季节,评分,门票价格,推荐游玩时长,简介,经度,纬度
鞍山市,玉佛寺,风景名胜,全年,4.4,免费,2-3小时,绿化街58号,123.016634,41.101523
鞍山市,千山风景区,风景名胜,全年,4.8,免费,2-3小时,千山东路1号千山景区广播站附近,123.142153,41.028716
鞍山市,东山风景区,风景名胜,全年,4.0,免费,2-3小时,绿化街58号玉佛山,123.026483,41.099383
鞍山市,鞍山市铁东区绿化街基督教堂,风景名胜,全年,4.3,免费,2-3小时,绿化街41-1号附近,123.011753,41.095822
鞍山市,鞍山铁东工人街彩绘墙,风景名胜,全年,4.3,免费,2-3小时,常青街19号,123.001805,41.090868
鞍山市,汤岗子温泉,风景名胜,全年,4.4,免费,2-3小时,汤岗子镇温泉街1号,122.906573,41.009792
鞍山市,新营广场,风景名胜,全年,4.1,免费,2-3小时,东解放路200号,123.002866,41.087445
鞍山市,老院子景区,风景名胜,全年,4.6,免费,2-3小时,316省道,123.194078,41.016459
鞍山市,千山-仙人台国家森林公园,风景名胜,全年,4.0,免费,2-3小时,温泉街道千山街道千山东路79号千山风景名胜区,123.146779,41.025943
鞍山市,鞍山兴盛基督教堂,风景名胜,全年,4.1,免费,2-3小时,民北街5甲,122.969295,41.113470
鞍山市,219公园乐民健身广场,风景名胜,全年,4.1,免费,2-3小时,绿化街,123.008164,41.096825
鞍山市,湖南公园,风景名胜,全年,4.1,免费,2-3小时,长兴街,123.013807,41.082365
鞍山市,千山湾,风景名胜,全年,4.4,免费,2-3小时,千山东路435号,123.090509,41.100938
鞍山市,对桩石风景区,风景名胜,全年,4.3,免费,2-3小时,[],123.052550,41.000288
鞍山市,鞍钢雷锋纪念馆,风景名胜,全年,0.0,免费,2-3小时,一钢路与钢南路交叉口东220米,122.994827,41.136023
鞍山市,千山风景区-五龙宫,风景名胜,全年,4.4,免费,2-3小时,千山风景区内(南侧),123.134031,41.007209
鞍山市,东山风景区-佛光寺,风景名胜,全年,4.1,免费,2-3小时,槐香路东150米,123.015752,41.100931
鞍山市,yoyo公园,风景名胜,全年,4.2,免费,2-3小时,解放东路鼎龙国际小区旁,123.016151,41.072723
鞍山市,大孤山铁矿矿坑观景台,风景名胜,全年,4.3,免费,2-3小时,铁南东街1004号,123.056563,41.057535
鞍山市,运粮河湿地公园,风景名胜,全年,4.3,免费,2-3小时,千山西路辅路与盛达路交叉口西140米,122.916289,41.154447
鞍山市,双龙山旅游景区,风景名胜,全年,4.1,免费,2-3小时,鞍羊线与宁东线交汇南670米,122.908005,41.069195
鞍山市,鞍山动物园-大熊猫馆,风景名胜,全年,4.0,免费,2-3小时,千山中路,123.009755,41.108557
鞍山市,石头记千山大观园,风景名胜,全年,4.4,免费,2-3小时,七岭子村2188号,123.114651,41.087394
鞍山市,幽冥宫,风景名胜,全年,4.3,免费,2-3小时,鞍羊线与宁东线交汇南670米正东方向110米,122.885476,41.060554
鞍山市,鞍山烈士纪念馆,风景名胜,全年,4.1,免费,2-3小时,东民生路25号,122.992245,41.101547
鞍山市,仙人台,风景名胜,全年,4.1,免费,2-3小时,千山风景名胜区,123.133058,40.993733
鞍山市,对炉山,风景名胜,全年,3.9,免费,2-3小时,团结街,122.997069,41.126152
鞍山市,祥云寺,风景名胜,全年,4.3,免费,2-3小时,唐家房镇西果园村,123.003304,40.992071
鞍山市,万水河公园,风景名胜,全年,4.2,免费,2-3小时,鞍千路鞍山市第一中学(新校区)旁,123.089910,41.110880
鞍山市,千山积翠门,风景名胜,全年,4.3,免费,2-3小时,仙人台国家森林公园,123.147446,41.026038
鞍山市,龙宫温泉,风景名胜,全年,4.2,免费,2-3小时,温泉路1号,122.907593,41.008722
鞍山市,灵山寺,风景名胜,全年,4.3,免费,2-3小时,羊草庄路中冶东北建设工业园体育馆北,123.063752,41.163098
鞍山市,香岩寺,风景名胜,全年,4.2,免费,2-3小时,鞍下线仙人台附近,123.126613,40.993276
鞍山市,慈航寺,风景名胜,全年,4.3,免费,2-3小时,温泉街道韩家峪村357号,123.166354,41.023259
鞍山市,千山-古道关,风景名胜,全年,4.1,免费,2-3小时,千山东路79号千山风景区内(西侧),123.103803,41.020078
鞍山市,三江跃虎城,风景名胜,全年,4.4,免费,2-3小时,鞍海路48栋,122.896839,40.976895
鞍山市,双潭公园,风景名胜,全年,4.0,免费,2-3小时,深沟寺街道深沟寺六区,123.044509,41.121198
鞍山市,科大天桥,风景名胜,全年,3.9,免费,2-3小时,致远路与明德路交叉口西北160米,123.064117,41.105088
鞍山市,大安寺,风景名胜,全年,4.2,免费,2-3小时,仙人台国家森林公园,123.141721,40.990894
鞍山市,铁西恩惠基督教堂,风景名胜,全年,4.0,免费,2-3小时,铁西三道街52甲-S17-20,122.979553,41.109573
鞍山市,中会寺,风景名胜,全年,4.2,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,123.142093,41.002231
鞍山市,千山风景区-五佛顶景区,风景名胜,全年,4.0,免费,2-3小时,千山东路千山风景名胜区内,123.111474,41.023351
鞍山市,皈源寺,风景名胜,全年,4.2,免费,2-3小时,大孤山街道千山风景区鞍下线,123.083088,41.023576
鞍山市,千山风景区-龙泉寺,风景名胜,全年,4.1,免费,2-3小时,千山风景区内(西侧),123.118775,41.026027
鞍山市,鞍山驿堡,风景名胜,全年,4.0,免费,2-3小时,东矿街,122.940361,41.054763
鞍山市,学校入学门,风景名胜,全年,4.0,免费,2-3小时,第二十七中学附近,123.023839,41.125534
鞍山市,无量观,风景名胜,全年,4.1,免费,2-3小时,千山风景区内(西侧),123.126445,41.026120
鞍山市,万水河公园(北区),风景名胜,全年,4.1,免费,2-3小时,万水河北路与胜利北路交汇处,123.040484,41.160693
鞍山市,擢秀园(不对外开放),风景名胜,全年,3.8,免费,2-3小时,钢西路,122.976520,41.162263
鞍山市,鞍山市二一九公园手划船,风景名胜,全年,4.0,免费,2-3小时,工农街与园林大道交叉口东360米,123.007768,41.102594
鞍山市,鞍钢记忆钢铁主题公园,风景名胜,全年,3.8,免费,2-3小时,环钢路1号鞍钢博物馆,122.986891,41.121241
鞍山市,玉佛苑天王殿,风景名胜,全年,3.9,免费,2-3小时,绿化街58号玉佛苑,123.013680,41.102465
鞍山市,上对桩石村-龙王庙,风景名胜,全年,4.2,免费,2-3小时,鞍山赵祺宠物训练寄养学校西侧,123.063691,40.994889
鞍山市,千山风景区-大佛寺,风景名胜,全年,4.1,免费,2-3小时,千山风景区内(西侧),123.112923,41.017252
鞍山市,火炬广场,风景名胜,全年,4.0,免费,2-3小时,火炬广场西50米,123.086091,41.102133
鞍山市,公园1953体育公园,风景名胜,全年,4.1,免费,2-3小时,矿工路北侧,123.015196,41.066708
鞍山市,娘娘庙,风景名胜,全年,4.1,免费,2-3小时,汤岗子街道,122.900194,41.012167
鞍山市,天源吉布世温泉水乐园,住宿服务,全年,4.3,免费,2-3小时,耿庄镇三星生态农业有限公司,122.722981,40.989066
鞍山市,花神庙,风景名胜,全年,4.1,免费,2-3小时,通海大道,122.893617,41.063647
鞍山市,健身广场,风景名胜,全年,3.8,免费,2-3小时,深南街道深沟寺2区,123.031097,41.127510
鞍山市,井井寮旧址,风景名胜,全年,3.9,免费,2-3小时,五一路与东山街交叉口西北40米,122.992079,41.116196
鞍山市,千山风景区-灵岩寺,风景名胜,全年,4.0,免费,2-3小时,千山风景区,123.125732,41.021854
鞍山市,沙河基督教堂,风景名胜,全年,3.9,免费,2-3小时,万胜街83甲号,123.043671,41.156397
鞍山市,7号桥廉政公园,风景名胜,全年,4.1,免费,2-3小时,千山东路702号,123.086432,41.101664
鞍山市,老院子动物园,风景名胜,全年,4.2,免费,2-3小时,连鞍线韩家峪村老院子景区内(西南角),123.189118,41.014361
鞍山市,千山-财神庙,风景名胜,全年,4.0,免费,2-3小时,千山东路1号天上天景区内,123.130955,41.025121
鞍山市,鞍山市铁西区沟家寨天主教堂,风景名胜,全年,3.9,免费,2-3小时,南三环北侧沟家寨村委会后骆驼山对面,122.925879,41.073105
鞍山市,滨河公园,风景名胜,全年,4.1,免费,2-3小时,腾鳌经济开发区,122.835967,41.078142
鞍山市,西苑牌楼,风景名胜,全年,3.9,免费,2-3小时,西解放路555号,122.943127,41.128169
鞍山市,太和宫,风景名胜,全年,3.9,免费,2-3小时,仙人台国家森林公园,123.114129,41.002325
鞍山市,月明山,风景名胜,全年,3.9,免费,2-3小时,[],123.013940,41.055588
鞍山市,樱山体育公园,风景名胜,全年,4.0,免费,2-3小时,[],123.055906,41.159081
鞍山市,平安寺,风景名胜,全年,4.0,免费,2-3小时,唐家房镇鸡王屯村,122.978346,41.030517
鞍山市,抗战文化博览园,风景名胜,全年,3.7,免费,2-3小时,中兴路西100米,122.831847,41.040179
鞍山市,凤之舞广场,风景名胜,全年,3.5,免费,2-3小时,千山中路108号,123.035931,41.107431
鞍山市,夹扁石,风景名胜,全年,3.9,免费,2-3小时,千山东路1号天上天景区内,123.126888,41.026079
鞍山市,厝石山公园,风景名胜,全年,4.4,免费,2-3小时,公园街,122.753635,40.847538
鞍山市,金宠驿西高地,风景名胜,全年,4.1,免费,2-3小时,千山西路536号,122.929572,41.139357
鞍山市,烈士山公园-英泽湖,风景名胜,全年,3.6,免费,2-3小时,烈士山公园(东南角),122.992484,41.097173
鞍山市,炼铁桥洞,风景名胜,全年,3.9,免费,2-3小时,和平路1号,122.988187,41.133306
鞍山市,闪闪游乐园,风景名胜,全年,3.8,免费,2-3小时,鞍山动物园,123.011883,41.106635
鞍山市,浪漫小镇,风景名胜,全年,4.2,免费,2-3小时,湖畔小镇东北侧110米,122.734310,41.011468
鞍山市,千山风景区-大佛景区,风景名胜,全年,3.7,免费,2-3小时,千山东路千山风景名胜区,123.116246,41.015383
鞍山市,四方台烽火台,风景名胜,全年,3.7,免费,2-3小时,建国大道与四方台立交桥交叉口东南100米,122.969453,41.083307
鞍山市,瑶瑟台,风景名胜,全年,3.8,免费,2-3小时,玉岱美庐西北侧290米,123.055912,41.121993
鞍山市,鞍山市人民公园,风景名胜,全年,4.3,免费,2-3小时,胜利宾馆对面,123.002353,41.116226
鞍山市,乾隆绿道,风景名胜,全年,4.4,免费,2-3小时,西沟,123.046593,40.998809
鞍山市,红楼-1953文旅小镇,风景名胜,全年,3.9,免费,2-3小时,解放东路南铁北东街西,123.050710,41.065947
鞍山市,鞍山青籽世家玉石博物馆,风景名胜,全年,4.1,免费,2-3小时,立山区高新区临城街1栋,123.082469,41.107877
鞍山市,天外天,风景名胜,全年,3.9,免费,2-3小时,千山东路1号天上天景区内,123.122643,41.029608
鞍山市,千山风景区-中会寺山门,风景名胜,全年,4.0,免费,2-3小时,中会寺,123.143017,41.002164
鞍山市,静湖公园,风景名胜,全年,3.9,免费,2-3小时,中华南路243号,123.007256,41.120613
鞍山市,东鞍山铁矿观景台,风景名胜,全年,3.8,免费,2-3小时,[],122.955266,41.047744
鞍山市,汤岗子热矿泥温泉,风景名胜,全年,4.0,免费,2-3小时,汤岗子镇温泉街1号,122.907087,41.010531
鞍山市,祖树园,风景名胜,全年,3.9,免费,2-3小时,下上线西100米,123.052799,40.995319
鞍山市,一线天,风景名胜,全年,3.9,免费,2-3小时,千山东路1号天上天景区内,123.124593,41.025746
鞍山市,青云观,风景名胜,全年,3.8,免费,2-3小时,千山风景区-五佛顶景区内,123.099024,41.038992
鞍山市,调军台公园,风景名胜,全年,3.8,免费,2-3小时,亚世光电股份有限公司北(越岭路),123.105558,41.120001
鞍山市,湖南公园廉洁文化主题公园,风景名胜,全年,3.6,免费,2-3小时,湖南街与莘英路交叉口湖南公园(东北角),123.015465,41.084026
鞍山市,鞍钢孟泰纪念馆,风景名胜,全年,0.0,免费,2-3小时,烧结路与柳西街交叉口西南340米,122.979438,41.127938
鞍山市,千山古道关薛仁贵跃马东征雕塑,风景名胜,全年,3.7,免费,2-3小时,古道关内,123.102070,41.023870
鞍山市,深沟寺广场,风景名胜,全年,3.7,免费,2-3小时,莘英路深沟寺六区,123.040745,41.122536
鞍山市,五一路口袋公园,风景名胜,全年,3.6,免费,2-3小时,五一路64号甲1号,122.990220,41.117281
鞍山市,对桩石怪坡,风景名胜,全年,3.8,免费,2-3小时,[],123.073876,40.988367
鞍山市,桃花溪谷,风景名胜,全年,3.8,免费,2-3小时,千山风景区内(西侧),123.107819,41.023379
鞍山市,千山-太和宫-山门,风景名胜,全年,4.0,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园太和宫内(东南角),123.114192,41.002206
鞍山市,缘生活广场,风景名胜,全年,3.5,免费,2-3小时,安乐街与光荣街交叉口北20米,122.985095,41.098257
鞍山市,鞍山市革命烈士纪念碑,风景名胜,全年,3.6,免费,2-3小时,东民生路25号,122.990532,41.101050
鞍山市,宝泉观道家寺庙,风景名胜,全年,4.0,免费,2-3小时,[],123.074011,40.963679
鞍山市,名山地藏寺,风景名胜,全年,4.1,免费,2-3小时,福安路,122.865408,41.063144
鞍山市,玉佛山风景区-怀香园,风景名胜,全年,3.8,免费,2-3小时,绿化街58号,123.014503,41.113216
鞍山市,腾鳌古镇,风景名胜,全年,3.8,免费,2-3小时,腾苏线西侧,122.832636,41.040261
鞍山市,花溪地公园,风景名胜,全年,4.3,免费,2-3小时,兴海街道-开发区二台子唯美品格南门,122.698130,40.869399
鞍山市,慈化寺,风景名胜,全年,4.0,免费,2-3小时,甘泉镇,122.855249,40.967277
鞍山市,北关转盘,风景名胜,全年,4.3,免费,2-3小时,中街北路与白杨南街交叉口南60米,122.752986,40.854083
鞍山市,五龙宫-五龙宫牌坊,风景名胜,全年,3.9,免费,2-3小时,千山东路1-12五龙宫内,123.134813,41.008062
鞍山市,北海汇温泉度假温泉,风景名胜,全年,3.9,免费,2-3小时,"温泉街道千山路倪家台村,近天龙温泉村(清水湾村附近)景区大门口",123.141111,41.053284
鞍山市,郎家厂烈士陵园,生活服务,全年,0.0,免费,2-3小时,391乡道附近,122.941006,41.187456
鞍山市,药王庙,风景名胜,全年,3.9,免费,2-3小时,温泉街道西荒地,122.720581,41.008029
鞍山市,云潭,风景名胜,全年,4.0,免费,2-3小时,千山风景区内(西侧),123.118485,41.023559
鞍山市,大安寺-山门,风景名胜,全年,3.9,免费,2-3小时,大安寺内(南侧),123.141715,40.990347
鞍山市,灵岩寺-山门,风景名胜,全年,3.8,免费,2-3小时,千山东路1-8灵岩寺内,123.125537,41.021833
鞍山市,园通观,风景名胜,全年,3.8,免费,2-3小时,千山东路1号千山风景区(西南角),123.120109,41.018756
鞍山市,石榴广场,风景名胜,全年,3.7,免费,2-3小时,星火街与千山西路交叉口西160米,122.957319,41.128999
鞍山市,山南就业广场,风景名胜,全年,3.7,免费,2-3小时,山南街86号,122.985215,41.100987
鞍山市,鞍山眼镜湖,风景名胜,全年,3.6,免费,2-3小时,绥化街与木兰街交叉口西100米,123.044567,41.121222
鞍山市,双龙山公园,风景名胜,全年,4.1,免费,2-3小时,双龙山,122.778816,40.865564
鞍山市,大佛寺山门,风景名胜,全年,3.7,免费,2-3小时,千山风景区-大佛寺东北侧160米,123.113527,41.018628
鞍山市,口袋公园,风景名胜,全年,3.8,免费,2-3小时,高新万科城北侧,123.087098,41.132381
鞍山市,海城市腾鳌镇清真寺,风景名胜,全年,3.8,免费,2-3小时,永安街与新城路交叉口东120米,122.830765,41.081278
鞍山市,无量观广场,风景名胜,全年,3.8,免费,2-3小时,千山风景区,123.127303,41.022927
鞍山市,普安观,风景名胜,全年,3.8,免费,2-3小时,千山东路1-15号,123.108186,41.030162
鞍山市,圣仙宫遗址,风景名胜,全年,3.8,免费,2-3小时,仙人台国家森林公园,123.102724,41.007661
鞍山市,慈祥观,风景名胜,全年,3.9,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,123.129493,41.011774
鞍山市,天上天景区,风景名胜,全年,3.7,免费,2-3小时,千山风景区内(西侧),123.126064,41.025998
鞍山市,古刹龙泉,风景名胜,全年,3.8,免费,2-3小时,千山风景区-龙泉寺,123.118771,41.024075
鞍山市,财神殿,风景名胜,全年,3.8,免费,2-3小时,千山风景区内(西侧),123.108311,41.029957
鞍山市,三学寺,风景名胜,全年,4.4,免费,2-3小时,三义街(乾隆巷西),122.747193,40.847395
鞍山市,斗姆宫遗址,风景名胜,全年,3.9,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,123.099124,41.009126
鞍山市,千山金刚峰,风景名胜,全年,3.8,免费,2-3小时,仙人台国家森林公园,123.140115,40.989717
鞍山市,玉龙河公园,风景名胜,全年,3.9,免费,2-3小时,[],123.100819,41.086577
鞍山市,219湖边凉亭,风景名胜,全年,3.6,免费,2-3小时,园林路64号玉佛山风景区-二一九公园(东南角),123.009641,41.101652
鞍山市,樊梨花山寨广场,风景名胜,全年,3.8,免费,2-3小时,连鞍线,123.183409,40.998700
鞍山市,山西会馆,风景名胜,全年,4.3,免费,2-3小时,环城西路与筢头街交叉口西120米,122.744126,40.848205
鞍山市,圣恩堂,风景名胜,全年,3.7,免费,2-3小时,紫云东方喜悦惠民街122-19-S7圣恩堂,122.949116,41.136593
鞍山市,河滨公园,风景名胜,全年,4.2,免费,2-3小时,光明路13号,122.737879,40.855682
鞍山市,老年公园,风景名胜,全年,3.6,免费,2-3小时,迎宾街16号,123.004290,41.109199
鞍山市,明长城-千山段-边台子长城遗址,风景名胜,全年,3.8,免费,2-3小时,汤析线,122.951249,40.960219
鞍山市,百岁崖,风景名胜,全年,3.7,免费,2-3小时,[],123.049631,41.096191
鞍山市,斗姥宫,风景名胜,全年,3.7,免费,2-3小时,鞍上线西南侧,123.096428,41.006730
鞍山市,五佛顶索道上站,风景名胜,全年,3.7,免费,2-3小时,千山风景区内(西侧),123.111436,41.023418
鞍山市,钒熙公园,风景名胜,全年,3.5,免费,2-3小时,环钢路与中央大道交叉口西南100米,122.987184,41.119301
鞍山市,古城公园,风景名胜,全年,3.8,免费,2-3小时,东矿街与建国大道交叉口东南200米,122.940594,41.054536
鞍山市,南台地藏寺,风景名胜,全年,4.0,免费,2-3小时,[],122.887943,40.909972
鞍山市,英摩路山顶广场,风景名胜,全年,3.9,免费,2-3小时,[],123.043157,40.948728
鞍山市,保宁寺,风景名胜,全年,3.9,免费,2-3小时,[],122.919485,40.859947
鞍山市,玉皇庙,风景名胜,全年,4.2,免费,2-3小时,同泽路,122.766409,40.836941
鞍山市,大悲古寺(不对外开放),风景名胜,全年,4.3,免费,2-3小时,毛祁镇赵八里村16号,122.705033,40.817843
鞍山市,无极九天玄女宫,风景名胜,全年,3.7,免费,2-3小时,千山东路79号千山风景名胜区千山仙人台国家森林公园内,123.132479,40.997841
鞍山市,千山风景区-弥勒宝塔,风景名胜,全年,3.7,免费,2-3小时,千山东路79号千山风景名胜区大佛景区内,123.117684,41.015909
鞍山市,莲花寺,风景名胜,全年,4.1,免费,2-3小时,拦河村,122.796519,40.819494
鞍山市,镇宁寺,风景名胜,全年,3.9,免费,2-3小时,399乡道与兰唐线交叉口南200米,122.921353,41.188622
鞍山市,辽宁科技大学-博雅广场,风景名胜,全年,3.9,免费,2-3小时,高新区千山中路189号辽宁科技大学,123.062202,41.104351
鞍山市,千山大安寺客堂,风景名胜,全年,3.6,免费,2-3小时,千山风景区内(南侧),123.141416,40.990913
鞍山市,鞍山市摩云山梨花谷,风景名胜,全年,3.8,免费,2-3小时,摩云山大豹子峪梨花谷,123.070924,40.934879
鞍山市,鎏金庵关帝庙,风景名胜,全年,3.8,免费,2-3小时,千山东路79号千山风景名胜区内,123.128808,41.019730
鞍山市,新堡保安寺,风景名胜,全年,3.7,免费,2-3小时,雪莲超市北侧110米,122.890046,41.087970
鞍山市,基督教堂,风景名胜,全年,4.0,免费,2-3小时,站前路24号,122.813233,40.927078
鞍山市,关帝庙,风景名胜,全年,3.8,免费,2-3小时,[],123.003837,40.934176
鞍山市,掩体遗址,风景名胜,全年,3.9,免费,2-3小时,孟深街西150米,123.039040,41.139490
鞍山市,鞍山石头城,风景名胜,全年,3.7,免费,2-3小时,宁东线双龙山旅游景区,122.906841,41.073259
鞍山市,千山风景区-天上天广场,风景名胜,全年,3.7,免费,2-3小时,千山风景区,123.131161,41.024575
鞍山市,耿庄刘家村顾家套子灵光寺,风景名胜,全年,3.7,免费,2-3小时,耿庄镇刘家村顾家套子,122.661308,41.025596
鞍山市,街心公园,风景名胜,全年,3.8,免费,2-3小时,汤岗子镇,122.918105,41.014438
鞍山市,鞍山市大孤山基督教活动点,风景名胜,全年,3.6,免费,2-3小时,[],123.054004,41.057396
鞍山市,千山-天成弥勒道场,风景名胜,全年,3.5,免费,2-3小时,千山东路79号千山风景名胜区大佛景区内,123.112689,41.017127
鞍山市,千山风景区-祖越寺,风景名胜,全年,3.7,免费,2-3小时,千山东路1-6号,123.125136,41.023876
鞍山市,背荫观,风景名胜,全年,3.7,免费,2-3小时,马驿屯骆驼山东峰,122.928468,41.059113
鞍山市,鞍山奥体冰雪嘉年华,风景名胜,全年,3.2,免费,2-3小时,达道湾街道辽宁省鞍山市铁西区千山西路鞍山奥体中心,122.919082,41.150012
鞍山市,汤岗子温泉旅游度假区-亭子,风景名胜,全年,3.6,免费,2-3小时,汤岗子镇温泉街1号汤岗子温泉旅游度假区内,122.907293,41.009423
鞍山市,美凌湖公园,风景名胜,全年,3.8,免费,2-3小时,[],122.812840,40.932073
鞍山市,千山斗姥宫,风景名胜,全年,3.6,免费,2-3小时,仙人台国家森林公园,123.099448,41.009021
鞍山市,二一九公园-城市客厅,风景名胜,全年,3.4,免费,2-3小时,园林大道二一九公园内,123.007818,41.105672
鞍山市,鞍山有轨电车遗址,风景名胜,全年,3.4,免费,2-3小时,绿化街45-5号楼,123.012939,41.097668
鞍山市,烈士山公园-山湖广场,风景名胜,全年,3.4,免费,2-3小时,烈士山公园(东北角),122.993679,41.102066
鞍山市,张中堡综合文化广场,风景名胜,全年,3.6,免费,2-3小时,310县道张中堡综合文化广场附近,122.845402,41.085085
鞍山市,老虎屯基督教堂,风景名胜,全年,3.8,免费,2-3小时,老虎山野生动物园旁,122.892644,41.054416
鞍山市,大屯基督教堂,风景名胜,全年,3.7,免费,2-3小时,海华路36号楼铭祎幼儿园路西,122.914062,40.992545
抚顺市,抚顺战犯管理所,风景名胜,全年,4.7,免费,2-3小时,抚顺城街道宁远街43号,123.907366,41.883562
抚顺市,抚顺人民广场,风景名胜,全年,4.2,免费,2-3小时,临江路(东段)与长城街交叉口西南240米,123.957374,41.878477
抚顺市,新屯公园,风景名胜,全年,4.2,免费,2-3小时,莫地北路,123.969413,41.835623
抚顺市,萨尔浒风景名胜区,风景名胜,全年,4.6,免费,2-3小时,萨尔浒南路6号,124.100251,41.846671
抚顺市,抚顺平顶山惨案纪念馆,风景名胜,全年,4.7,免费,2-3小时,南昌路13号,123.926506,41.834229
抚顺市,健娱乐全民健身广场,风景名胜,全年,4.1,免费,2-3小时,榆林花鸟鱼市场东侧约140米,123.944303,41.869039
抚顺市,雷锋纪念馆,风景名胜,全年,4.4,免费,2-3小时,雷锋路东段61号,123.801895,41.850140
抚顺市,劳动公园动物园,风景名胜,全年,4.2,免费,2-3小时,东公园街道永宁街9号,123.925616,41.866201
抚顺市,月牙岛生态公园,风景名胜,全年,4.7,免费,2-3小时,沿滨路北100米,123.839785,41.860165
抚顺市,东林里,风景名胜,全年,4.2,免费,2-3小时,东林路劳动公园南门对面东林园,123.929200,41.864032
抚顺市,皇家海洋乐园,风景名胜,全年,4.7,免费,2-3小时,沈抚示范区高湾经济开发区高阳路3号,123.742983,41.866405
抚顺市,中华寺风景区,风景名胜,全年,4.4,免费,2-3小时,140省道附近,123.786125,41.768586
抚顺市,抚顺西露天参观台,风景名胜,全年,4.4,免费,2-3小时,古城子街1路1号,123.858640,41.836468
抚顺市,十里滨水公园,风景名胜,全年,4.1,免费,2-3小时,河畔嘉园附近十里,123.949839,41.876020
抚顺市,抚顺新抚清真寺,风景名胜,全年,4.3,免费,2-3小时,福民路,123.887973,41.863622
抚顺市,三慧寺,风景名胜,全年,4.3,免费,2-3小时,萨尔浒南路6号萨尔浒风景名胜区(东北角),124.106446,41.858492
抚顺市,东北记忆工业主题公园,风景名胜,全年,4.1,免费,2-3小时,海新路,123.975258,41.871644
抚顺市,金风湾,风景名胜,全年,4.1,免费,2-3小时,沈抚大道旺力城对面,123.690428,41.820357
抚顺市,生命之环,风景名胜,全年,4.7,免费,2-3小时,中兴街77-46号,123.688956,41.822407
抚顺市,莫地广场,风景名胜,全年,4.1,免费,2-3小时,新屯街道莫地北路莫地社区内,123.972214,41.830645
抚顺市,善缘寺,风景名胜,全年,4.3,免费,2-3小时,宝上线,123.728055,41.946794
抚顺市,抚顺红枫林景区,风景名胜,全年,4.1,免费,2-3小时,章党章汉村,124.062284,41.903266
抚顺市,皇家极地海洋世界,风景名胜,全年,4.4,免费,2-3小时,李石街道高湾经济区高阳路3号皇家海洋乐园内(西侧),123.740973,41.867006
抚顺市,承光寺,风景名胜,全年,3.9,免费,2-3小时,寒江路3附近,123.918018,41.895564
抚顺市,儿童公园,风景名胜,全年,4.0,免费,2-3小时,东三路与自由路交叉口东100米,123.912657,41.865999
抚顺市,抚顺南站城市会客厅,风景名胜,全年,4.1,免费,2-3小时,西一路与中央大街交叉口西北60米,123.902003,41.863429
抚顺市,露天矿公园(不对外开放),风景名胜,全年,4.1,免费,2-3小时,兴平路附近,123.891015,41.844871
抚顺市,抚顺市高尔山观音阁,风景名胜,全年,4.0,免费,2-3小时,高山路72号,123.907812,41.889878
抚顺市,皇顶山森林公园,风景名胜,全年,4.1,免费,2-3小时,会元乡上砖台村东,123.931865,42.012955
抚顺市,抚顺市高山路天主教堂,风景名胜,全年,3.8,免费,2-3小时,施南路21号,123.944369,41.897044
抚顺市,基督教堂,政府机构及社会团体,全年,4.0,免费,2-3小时,中和路,123.888393,41.862632
抚顺市,高尔山景区神树,风景名胜,全年,4.0,免费,2-3小时,G1212沈吉高速附近,123.880846,41.910450
抚顺市,青莲寺,风景名胜,全年,4.1,免费,2-3小时,虎东一街,123.952452,41.835555
抚顺市,关山湖风景区,风景名胜,全年,4.2,免费,2-3小时,救兵镇关山村,124.030186,41.694562
抚顺市,秋水长天,风景名胜,全年,4.1,免费,2-3小时,萨尔浒南路6号萨尔浒风景名胜区,124.129473,41.853893
抚顺市,河滩公园广场,风景名胜,全年,4.0,免费,2-3小时,华扬建设浑河逸境项目部,124.032440,41.868519
抚顺市,玉清宫讲经堂,风景名胜,全年,4.2,免费,2-3小时,西五路7-1号,123.893978,41.857257
抚顺市,高尔山辽塔,风景名胜,全年,3.8,免费,2-3小时,高山路高尔山公园内,123.907567,41.890575
抚顺市,海城小世界公园,风景名胜,全年,4.1,免费,2-3小时,[],123.817412,41.855413
抚顺市,二道基督教活动点,风景名胜,全年,3.9,免费,2-3小时,裕城路27号,123.953820,41.887407
抚顺市,抚顺市河东基督教堂,风景名胜,全年,3.8,免费,2-3小时,滴翠路11号,123.936267,41.877070
抚顺市,虎台基督教堂,风景名胜,全年,3.8,免费,2-3小时,虎西路13-3号楼,123.941453,41.841976
抚顺市,三元观,风景名胜,全年,4.3,免费,2-3小时,翔宇路与金凤街交叉口东100米,123.686638,41.827892
抚顺市,新屯公园-福慧寺,风景名胜,全年,3.9,免费,2-3小时,煤都路西段28号楼,123.974659,41.836886
抚顺市,社河国家湿地公园,风景名胜,全年,4.2,免费,2-3小时,抚金线与台上线交叉口西北120米,124.143506,41.791407
抚顺市,梨花谷,风景名胜,全年,4.1,免费,2-3小时,石文镇G91(辽中环线高速),123.967112,41.706030
抚顺市,高尔山·天边,风景名胜,全年,3.8,免费,2-3小时,将军北街23号,123.893157,41.897345
