日期,城市,最高气温,最低气温,天气状况,风力,降水量
2014-08-02,阜新,16,15,阴,1级,50
2014-08-03,阜新,15,-4,多云,2级,73
2014-08-04,阜新,20,7,晴,5级,40
2014-08-05,阜新,27,15,阴,1级,82
2014-08-06,阜新,30,-5,雪,2级,26
2014-08-07,阜新,2,20,晴,4级,28
2014-08-08,阜新,21,23,大雨,5级,67
2014-08-09,阜新,26,7,小雨,5级,98
2014-08-10,阜新,31,20,大雨,2级,38
2014-08-11,阜新,33,-4,小雨,0级,19
2014-08-12,阜新,29,-12,晴,3级,46
2014-08-13,阜新,29,23,晴,4级,52
2014-08-14,阜新,13,16,晴,3级,84
2014-08-15,阜新,27,-14,中雨,2级,20
2014-08-16,阜新,-4,2,大雨,2级,56
2014-08-17,阜新,1,8,晴,2级,96
2014-08-18,阜新,10,17,阴,6级,95
2014-08-19,阜新,21,-3,大雨,0级,29
2014-08-20,阜新,10,-5,大雨,4级,41
2014-08-21,阜新,4,5,雪,5级,79
2014-08-22,阜新,2,-12,多云,4级,86
2014-08-23,阜新,25,-5,雪,1级,21
2014-08-24,阜新,34,24,阴,1级,12
2014-08-25,阜新,15,2,大雨,1级,4
2014-08-26,阜新,-8,11,大雨,5级,18
2014-08-27,阜新,28,-6,晴,1级,97
2014-08-28,阜新,16,-2,晴,0级,41
2014-08-29,阜新,10,16,多云,1级,21
2014-08-30,阜新,10,-19,大雨,3级,54
2014-08-31,阜新,2,4,多云,1级,1
2014-09-01,阜新,-2,-17,中雨,6级,100
2014-09-02,阜新,-8,-9,雪,6级,85
2014-09-03,阜新,-9,17,雪,0级,95
2014-09-04,阜新,2,8,中雨,3级,4
2014-09-05,阜新,21,-11,晴,2级,40
2014-09-06,阜新,4,1,大雨,1级,66
2014-09-07,阜新,16,-13,晴,1级,4
2014-09-08,阜新,30,-7,中雨,1级,24
2014-09-09,阜新,25,-1,雪,1级,36
2014-09-10,阜新,29,-18,大雨,6级,85
2014-09-11,阜新,-4,11,阴,2级,79
2014-09-12,阜新,27,6,大雨,5级,7
2014-09-13,阜新,1,18,阴,0级,77
2014-09-14,阜新,27,-18,雪,6级,2
2014-09-15,阜新,35,-18,小雨,1级,61
2014-09-16,阜新,24,-3,小雨,2级,45
2014-09-17,阜新,0,18,雪,4级,34
2014-09-18,阜新,35,-11,雪,1级,56
2014-09-19,阜新,11,2,多云,4级,79
2014-09-20,阜新,19,21,大雨,6级,25
2014-09-21,阜新,23,-6,雪,1级,20
2014-09-22,阜新,21,-15,小雨,1级,4
2014-09-23,阜新,16,24,小雨,0级,69
2014-09-24,阜新,15,23,阴,6级,2
2014-09-25,阜新,8,18,雪,4级,2
2014-09-26,阜新,19,2,大雨,6级,77
2014-09-27,阜新,23,15,中雨,6级,32
2014-09-28,阜新,1,-12,中雨,5级,75
2014-09-29,阜新,15,0,阴,3级,51
2014-09-30,阜新,13,-2,雪,3级,76
2014-10-01,阜新,-8,9,小雨,1级,57
2014-10-02,阜新,-3,23,晴,1级,14
2014-10-03,阜新,0,5,中雨,3级,2
2014-10-04,阜新,19,-3,雪,1级,23
2014-10-05,阜新,20,17,雪,2级,53
2014-10-06,阜新,17,-15,雪,0级,55
2014-10-07,阜新,17,2,中雨,6级,74
2014-10-08,阜新,12,-3,阴,1级,93
2014-10-09,阜新,5,13,多云,6级,58
2014-10-10,阜新,19,10,晴,5级,87
2014-10-11,阜新,-6,-3,中雨,4级,31
2014-10-12,阜新,26,18,多云,2级,27
2014-10-13,阜新,18,23,大雨,0级,55
2014-10-14,阜新,35,6,中雨,1级,41
2014-10-15,阜新,21,-4,阴,0级,71
2014-10-16,阜新,4,-11,阴,4级,67
2014-10-17,阜新,26,-12,中雨,3级,92
2014-10-18,阜新,23,6,中雨,1级,57
2014-10-19,阜新,28,10,小雨,0级,35
2014-10-20,阜新,-2,-10,中雨,0级,32
2014-10-21,阜新,-4,19,多云,2级,60
2014-10-22,阜新,20,0,阴,0级,84
2014-10-23,阜新,21,12,中雨,3级,89
2014-10-24,阜新,6,17,雪,1级,11
2014-10-25,阜新,27,-20,晴,2级,26
2014-10-26,阜新,34,-3,小雨,3级,41
2014-10-27,阜新,9,-1,雪,5级,21
2014-10-28,阜新,-8,22,雪,6级,14
2014-10-29,阜新,0,-6,多云,3级,26
2014-10-30,阜新,11,12,多云,5级,28
2014-10-31,阜新,33,6,大雨,3级,64
2014-11-01,阜新,20,24,小雨,0级,79
2014-11-02,阜新,17,11,多云,6级,84
2014-11-03,阜新,-2,-6,中雨,5级,44
2014-11-04,阜新,30,6,大雨,4级,88
2014-11-05,阜新,7,4,多云,4级,10
2014-11-06,阜新,32,-20,大雨,1级,70
2014-11-07,阜新,18,-17,雪,3级,3
2014-11-08,阜新,5,0,大雨,5级,79
2014-11-09,阜新,35,2,晴,2级,54
2014-11-10,阜新,24,-4,雪,6级,41
2014-11-11,阜新,31,9,雪,0级,42
2014-11-12,阜新,16,-1,中雨,4级,42
2014-11-13,阜新,27,18,多云,0级,74
2014-11-14,阜新,23,-5,大雨,1级,99
2014-11-15,阜新,-6,11,小雨,5级,2
2014-11-16,阜新,20,-9,小雨,6级,36
2014-11-17,阜新,32,7,大雨,1级,100
2014-11-18,阜新,26,13,晴,2级,70
2014-11-19,阜新,-3,-2,中雨,4级,84
2014-11-20,阜新,6,-16,雪,2级,3
2014-11-21,阜新,2,5,雪,6级,90
2014-11-22,阜新,33,21,大雨,1级,72
2014-11-23,阜新,9,20,小雨,2级,55
2014-11-24,阜新,14,11,中雨,4级,93
2014-11-25,阜新,-4,-8,大雨,2级,98
2014-11-26,阜新,-9,21,雪,0级,0
2014-11-27,阜新,4,-20,多云,1级,76
2014-11-28,阜新,34,2,阴,1级,67
2014-11-29,阜新,21,16,雪,2级,45
2014-11-30,阜新,28,3,晴,1级,27
2014-12-01,阜新,-8,-1,阴,3级,25
2014-12-02,阜新,1,18,晴,4级,10
2014-12-03,阜新,29,6,雪,4级,44
2014-12-04,阜新,-4,20,多云,2级,89
2014-12-05,阜新,10,-18,晴,2级,78
2014-12-06,阜新,19,-4,小雨,6级,30
2014-12-07,阜新,12,19,小雨,6级,24
2014-12-08,阜新,3,14,多云,0级,45
2014-12-09,阜新,16,-4,大雨,1级,69
2014-12-10,阜新,10,10,中雨,0级,6
2014-12-11,阜新,5,-8,小雨,3级,93
2014-12-12,阜新,2,0,大雨,1级,94
2014-12-13,阜新,35,-10,大雨,3级,37
2014-12-14,阜新,5,-13,中雨,4级,17
2014-12-15,阜新,-7,11,中雨,4级,88
2014-12-16,阜新,17,12,大雨,4级,45
2014-12-17,阜新,2,20,阴,5级,88
2014-12-18,阜新,1,17,小雨,0级,88
2014-12-19,阜新,7,21,阴,2级,21
2014-12-20,阜新,20,-12,雪,3级,62
2014-12-21,阜新,30,14,多云,2级,92
2014-12-22,阜新,2,5,多云,2级,30
2014-12-23,阜新,4,5,多云,1级,63
2014-12-24,阜新,-8,21,雪,1级,93
2014-12-25,阜新,16,15,阴,3级,78
2014-12-26,阜新,-2,22,大雨,4级,56
2014-12-27,阜新,30,-6,小雨,2级,74
2014-12-28,阜新,9,-8,大雨,4级,5
2014-12-29,阜新,-8,15,晴,5级,56
2014-12-30,阜新,15,22,大雨,4级,78
2014-12-31,阜新,5,3,小雨,2级,83
2015-01-01,阜新,13,-3,小雨,4级,58
2015-01-02,阜新,-5,5,晴,5级,80
2015-01-03,阜新,25,-9,多云,0级,23
2015-01-04,阜新,1,19,小雨,0级,37
2015-01-05,阜新,20,23,小雨,5级,65
2015-01-06,阜新,-8,11,晴,4级,16
2015-01-07,阜新,34,18,雪,3级,14
2015-01-08,阜新,26,21,雪,5级,81
2015-01-09,阜新,-6,8,阴,2级,77
2015-01-10,阜新,18,3,大雨,6级,33
2015-01-11,阜新,0,20,中雨,1级,35
2015-01-12,阜新,-6,25,大雨,0级,18
2015-01-13,阜新,31,-15,多云,3级,47
2015-01-14,阜新,-1,-13,雪,5级,73
2015-01-15,阜新,11,7,多云,4级,85
2015-01-16,阜新,27,-12,中雨,0级,22
2015-01-17,阜新,14,17,大雨,6级,68
2015-01-18,阜新,18,-13,阴,5级,55
2015-01-19,阜新,1,-13,中雨,1级,11
2015-01-20,阜新,9,-7,多云,6级,63
2015-01-21,阜新,15,8,雪,2级,66
2015-01-22,阜新,-8,-7,雪,2级,74
2015-01-23,阜新,28,15,雪,3级,97
2015-01-24,阜新,10,-16,多云,6级,32
2015-01-25,阜新,7,-9,阴,1级,18
2015-01-26,阜新,13,1,大雨,3级,91
2015-01-27,阜新,32,7,小雨,5级,19
2015-01-28,阜新,1,0,晴,1级,26
2015-01-29,阜新,29,0,阴,5级,34
2015-01-30,阜新,-4,-3,中雨,2级,74
2015-01-31,阜新,8,-12,多云,2级,83
2015-02-01,阜新,17,-18,雪,2级,54
2015-02-02,阜新,-5,5,中雨,3级,61
2015-02-03,阜新,35,1,小雨,1级,72
2015-02-04,阜新,10,15,晴,2级,67
2015-02-05,阜新,-6,12,晴,2级,42
2015-02-06,阜新,-1,-18,小雨,6级,69
2015-02-07,阜新,17,-12,小雨,3级,39
2015-02-08,阜新,26,12,中雨,3级,92
2015-02-09,阜新,5,-13,小雨,1级,80
2015-02-10,阜新,21,-1,多云,0级,35
2015-02-11,阜新,13,23,中雨,4级,77
2015-02-12,阜新,0,19,中雨,1级,19
2015-02-13,阜新,-6,-16,多云,4级,94
2015-02-14,阜新,-6,-4,雪,5级,99
2015-02-15,阜新,28,1,晴,4级,3
2015-02-16,阜新,4,18,中雨,2级,94
2015-02-17,阜新,22,-6,雪,1级,99
2015-02-18,阜新,19,15,大雨,2级,19
2015-02-19,阜新,-7,-1,阴,1级,84
2015-02-20,阜新,3,2,中雨,0级,19
2015-02-21,阜新,35,16,阴,5级,22
2015-02-22,阜新,25,7,雪,0级,22
2015-02-23,阜新,8,22,阴,5级,35
2015-02-24,阜新,21,19,晴,1级,17
2015-02-25,阜新,3,23,小雨,2级,67
2015-02-26,阜新,9,13,晴,2级,72
2015-02-27,阜新,2,-12,小雨,0级,6
2015-02-28,阜新,-1,13,多云,6级,49
2015-03-01,阜新,-7,4,大雨,4级,67
2015-03-02,阜新,-10,-5,阴,5级,52
2015-03-03,阜新,14,-15,阴,4级,89
2015-03-04,阜新,20,2,雪,6级,89
2015-03-05,阜新,2,-2,多云,3级,48
2015-03-06,阜新,-1,-7,雪,2级,76
2015-03-07,阜新,3,-7,阴,4级,18
2015-03-08,阜新,11,25,雪,0级,60
2015-03-09,阜新,17,16,雪,0级,34
2015-03-10,阜新,-2,6,阴,2级,3
2015-03-11,阜新,7,-10,小雨,2级,15
2015-03-12,阜新,11,4,阴,2级,31
2015-03-13,阜新,-6,17,小雨,4级,68
2015-03-14,阜新,0,-19,多云,3级,80
2015-03-15,阜新,11,-18,晴,4级,74
2015-03-16,阜新,20,9,多云,3级,26
2015-03-17,阜新,31,-4,多云,1级,8
2015-03-18,阜新,25,-5,中雨,3级,86
2015-03-19,阜新,4,1,晴,3级,22
2015-03-20,阜新,19,-19,晴,2级,79
2015-03-21,阜新,18,2,阴,1级,74
2015-03-22,阜新,32,6,小雨,2级,85
2015-03-23,阜新,23,-12,晴,5级,17
2015-03-24,阜新,16,-18,小雨,4级,50
2015-03-25,阜新,30,-11,晴,5级,81
2015-03-26,阜新,12,15,雪,6级,54
2015-03-27,阜新,20,-1,小雨,3级,13
2015-03-28,阜新,24,-18,小雨,5级,98
2015-03-29,阜新,1,-17,晴,6级,3
2015-03-30,阜新,28,9,多云,5级,87
2015-03-31,阜新,26,-12,大雨,0级,21
2015-04-01,阜新,-10,-4,大雨,3级,50
2015-04-02,阜新,25,-16,大雨,4级,5
2015-04-03,阜新,6,-8,多云,4级,78
2015-04-04,阜新,6,-16,晴,3级,53
2015-04-05,阜新,-4,15,中雨,2级,99
2015-04-06,阜新,12,20,阴,1级,19
2015-04-07,阜新,15,-16,阴,0级,82
2015-04-08,阜新,32,20,晴,4级,83
2015-04-09,阜新,-5,-11,多云,0级,71
2015-04-10,阜新,2,2,多云,0级,87
2015-04-11,阜新,6,17,雪,0级,80
2015-04-12,阜新,26,15,大雨,6级,37
2015-04-13,阜新,-5,-3,中雨,2级,69
2015-04-14,阜新,34,-11,晴,1级,58
2015-04-15,阜新,33,-17,雪,4级,6
2015-04-16,阜新,32,4,多云,0级,25
2015-04-17,阜新,-7,-15,阴,5级,38
2015-04-18,阜新,-2,13,阴,3级,40
2015-04-19,阜新,23,-20,雪,3级,100
2015-04-20,阜新,34,6,小雨,3级,35
2015-04-21,阜新,30,6,中雨,1级,18
2015-04-22,阜新,1,-9,中雨,3级,92
2015-04-23,阜新,-3,-20,小雨,0级,63
2015-04-24,阜新,14,12,小雨,5级,68
2015-04-25,阜新,-7,-6,中雨,0级,56
2015-04-26,阜新,-4,-19,阴,3级,54
2015-04-27,阜新,5,12,雪,4级,83
2015-04-28,阜新,27,20,大雨,3级,69
2015-04-29,阜新,-9,-6,晴,6级,53
2015-04-30,阜新,14,4,小雨,5级,41
2015-05-01,阜新,27,-11,中雨,6级,21
2015-05-02,阜新,-7,7,小雨,4级,89
2015-05-03,阜新,7,-14,阴,1级,61
2015-05-04,阜新,0,-7,小雨,1级,37
2015-05-05,阜新,9,-3,多云,2级,2
2015-05-06,阜新,6,-15,多云,3级,74
2015-05-07,阜新,35,13,小雨,2级,4
2015-05-08,阜新,22,5,阴,0级,47
2015-05-09,阜新,15,-5,中雨,3级,87
2015-05-10,阜新,12,25,中雨,4级,54
2015-05-11,阜新,-7,1,大雨,2级,48
2015-05-12,阜新,-2,14,晴,0级,77
2015-05-13,阜新,22,-7,晴,5级,63
2015-05-14,阜新,4,-2,小雨,2级,0
2015-05-15,阜新,8,21,大雨,3级,21
2015-05-16,阜新,23,11,晴,5级,91
2015-05-17,阜新,5,23,阴,1级,41
2015-05-18,阜新,-2,-17,雪,6级,4
2015-05-19,阜新,6,-15,小雨,6级,72
2015-05-20,阜新,-8,-8,大雨,1级,92
2015-05-21,阜新,-6,-15,中雨,6级,23
2015-05-22,阜新,17,0,小雨,3级,0
2015-05-23,阜新,2,25,大雨,2级,56
2015-05-24,阜新,11,-9,大雨,5级,5
2015-05-25,阜新,2,25,晴,0级,45
2015-05-26,阜新,25,-16,多云,5级,12
2015-05-27,阜新,4,-11,晴,2级,60
2015-05-28,阜新,10,-12,中雨,6级,29
2015-05-29,阜新,21,2,雪,1级,98
2015-05-30,阜新,-9,-7,阴,5级,24
2015-05-31,阜新,15,2,小雨,5级,60
2015-06-01,阜新,-3,-19,多云,5级,98
2015-06-02,阜新,27,16,大雨,4级,53
2015-06-03,阜新,35,-19,晴,4级,39
2015-06-04,阜新,16,11,大雨,5级,17
2015-06-05,阜新,23,0,小雨,2级,44
2015-06-06,阜新,32,17,多云,1级,77
2015-06-07,阜新,5,21,雪,6级,11
2015-06-08,阜新,12,20,大雨,4级,16
2015-06-09,阜新,16,12,大雨,2级,4
2015-06-10,阜新,-8,9,晴,1级,83
2015-06-11,阜新,35,-1,大雨,1级,65
2015-06-12,阜新,5,13,多云,3级,25
2015-06-13,阜新,25,19,雪,2级,20
2015-06-14,阜新,-10,24,大雨,4级,60
2015-06-15,阜新,18,7,阴,0级,28
2015-06-16,阜新,1,17,多云,4级,57
2015-06-17,阜新,7,-15,雪,6级,16
2015-06-18,阜新,18,16,中雨,6级,9
2015-06-19,阜新,2,18,阴,5级,1
2015-06-20,阜新,33,24,中雨,4级,80
2015-06-21,阜新,-7,23,晴,0级,0
2015-06-22,阜新,22,-4,中雨,4级,28
2015-06-23,阜新,35,-18,小雨,6级,41
2015-06-24,阜新,31,13,晴,6级,90
2015-06-25,阜新,-4,4,多云,3级,6
2015-06-26,阜新,16,-17,晴,0级,47
2015-06-27,阜新,3,18,中雨,3级,90
2015-06-28,阜新,33,2,大雨,5级,65
2015-06-29,阜新,-9,10,晴,0级,62
2015-06-30,阜新,-6,18,中雨,6级,24
2015-07-01,阜新,21,15,小雨,0级,6
2015-07-02,阜新,22,0,阴,4级,38
2015-07-03,阜新,25,-2,小雨,6级,100
2015-07-04,阜新,-5,4,小雨,0级,39
2015-07-05,阜新,6,22,晴,4级,35
2015-07-06,阜新,-5,-15,大雨,6级,92
2015-07-07,阜新,-6,22,晴,0级,69
2015-07-08,阜新,8,13,小雨,5级,33
2015-07-09,阜新,27,-20,多云,6级,20
2015-07-10,阜新,-4,3,晴,3级,90
2015-07-11,阜新,-4,13,阴,3级,55
2015-07-12,阜新,15,14,阴,1级,10
2015-07-13,阜新,-10,14,晴,2级,28
2015-07-14,阜新,28,10,晴,5级,100
2015-07-15,阜新,-2,25,中雨,0级,81
2015-07-16,阜新,-4,-5,阴,6级,4
2015-07-17,阜新,12,20,中雨,6级,63
2015-07-18,阜新,-2,-2,中雨,3级,20
2015-07-19,阜新,-9,6,雪,6级,0
2015-07-20,阜新,15,-4,中雨,6级,49
2015-07-21,阜新,5,-2,小雨,1级,35
2015-07-22,阜新,6,-1,小雨,4级,29
2015-07-23,阜新,0,11,多云,3级,47
2015-07-24,阜新,3,-15,小雨,5级,53
2015-07-25,阜新,-4,25,中雨,5级,59
2015-07-26,阜新,-9,-15,阴,6级,9
2015-07-27,阜新,-6,8,阴,4级,8
2015-07-28,阜新,22,-15,阴,2级,6
2015-07-29,阜新,-4,5,多云,1级,52
2015-07-30,阜新,23,-15,中雨,0级,68
2015-07-31,阜新,24,19,中雨,4级,24
2015-08-01,阜新,-8,-17,阴,2级,91
2015-08-02,阜新,31,15,大雨,1级,78
2015-08-03,阜新,29,16,晴,6级,24
2015-08-04,阜新,22,-3,中雨,1级,91
2015-08-05,阜新,-4,-5,中雨,3级,84
2015-08-06,阜新,30,-10,大雨,6级,17
2015-08-07,阜新,27,21,中雨,0级,84
2015-08-08,阜新,28,1,晴,1级,81
2015-08-09,阜新,-10,5,多云,6级,63
2015-08-10,阜新,11,18,阴,1级,17
2015-08-11,阜新,3,-3,多云,6级,90
2015-08-12,阜新,15,-20,晴,0级,0
2015-08-13,阜新,-2,3,阴,0级,27
2015-08-14,阜新,-1,-15,晴,2级,92
2015-08-15,阜新,18,18,晴,4级,90
2015-08-16,阜新,21,8,雪,6级,35
2015-08-17,阜新,-5,3,晴,2级,30
2015-08-18,阜新,18,-11,大雨,3级,56
2015-08-19,阜新,19,-10,大雨,4级,65
2015-08-20,阜新,29,-6,雪,6级,34
2015-08-21,阜新,17,25,大雨,0级,95
2015-08-22,阜新,12,-13,大雨,4级,4
2015-08-23,阜新,25,9,小雨,0级,83
2015-08-24,阜新,-2,-16,晴,6级,39
2015-08-25,阜新,11,-2,雪,5级,44
2015-08-26,阜新,12,15,多云,1级,29
2015-08-27,阜新,12,23,雪,5级,37
2015-08-28,阜新,12,15,多云,4级,13
2015-08-29,阜新,7,4,雪,5级,10
2015-08-30,阜新,33,-13,雪,4级,73
2015-08-31,阜新,19,-20,阴,2级,60
2015-09-01,阜新,6,6,小雨,1级,30
2015-09-02,阜新,-7,1,雪,6级,7
2015-09-03,阜新,-2,-18,小雨,2级,89
2015-09-04,阜新,15,-4,小雨,4级,35
2015-09-05,阜新,0,24,大雨,0级,27
2015-09-06,阜新,23,-5,小雨,4级,57
2015-09-07,阜新,16,-15,晴,6级,55
2015-09-08,阜新,14,23,雪,1级,5
2015-09-09,阜新,16,5,中雨,2级,1
2015-09-10,阜新,14,-13,大雨,1级,15
2015-09-11,阜新,-3,-12,阴,4级,38
2015-09-12,阜新,6,-18,雪,4级,22
2015-09-13,阜新,1,3,晴,6级,78
2015-09-14,阜新,-10,-16,雪,6级,28
2015-09-15,阜新,25,-5,阴,0级,33
2015-09-16,阜新,19,-17,雪,0级,46
2015-09-17,阜新,6,-3,小雨,1级,36
2015-09-18,阜新,17,-13,大雨,5级,94
2015-09-19,阜新,29,-11,晴,3级,43
2015-09-20,阜新,-7,21,晴,4级,19
2015-09-21,阜新,21,-9,多云,2级,6
2015-09-22,阜新,34,-11,多云,1级,34
2015-09-23,阜新,25,7,晴,1级,79
2015-09-24,阜新,-10,-20,小雨,3级,50
2015-09-25,阜新,17,9,晴,5级,59
2015-09-26,阜新,17,13,小雨,2级,95
2015-09-27,阜新,-6,15,大雨,2级,95
2015-09-28,阜新,13,-15,大雨,1级,8
2015-09-29,阜新,28,1,中雨,5级,59
2015-09-30,阜新,5,9,多云,3级,9
2015-10-01,阜新,6,-14,小雨,4级,94
2015-10-02,阜新,0,18,多云,0级,10
2015-10-03,阜新,-3,-10,中雨,5级,61
2015-10-04,阜新,31,16,晴,5级,46
2015-10-05,阜新,12,-11,晴,6级,57
2015-10-06,阜新,-7,15,阴,0级,67
2015-10-07,阜新,14,15,阴,4级,18
2015-10-08,阜新,-3,-10,多云,6级,36
2015-10-09,阜新,0,-15,晴,3级,27
2015-10-10,阜新,5,6,中雨,5级,31
2015-10-11,阜新,2,23,中雨,6级,15
2015-10-12,阜新,-2,10,中雨,2级,77
2015-10-13,阜新,30,11,大雨,0级,4
2015-10-14,阜新,-6,-19,大雨,0级,8
2015-10-15,阜新,22,-12,中雨,2级,84
2015-10-16,阜新,25,-3,晴,1级,65
2015-10-17,阜新,-10,-15,多云,4级,93
2015-10-18,阜新,30,25,晴,2级,68
2015-10-19,阜新,-1,-6,中雨,6级,55
2015-10-20,阜新,13,-6,小雨,1级,15
2015-10-21,阜新,22,4,晴,6级,85
2015-10-22,阜新,8,-17,大雨,2级,59
2015-10-23,阜新,5,-10,阴,1级,43
2015-10-24,阜新,7,-5,大雨,2级,40
2015-10-25,阜新,23,-1,大雨,3级,63
2015-10-26,阜新,14,8,多云,4级,47
2015-10-27,阜新,17,3,多云,3级,77
2015-10-28,阜新,18,-12,大雨,0级,32
2015-10-29,阜新,28,-12,雪,3级,80
2015-10-30,阜新,-8,13,雪,0级,50
2015-10-31,阜新,-8,20,中雨,3级,28
2015-11-01,阜新,14,1,大雨,5级,45
2015-11-02,阜新,26,4,中雨,2级,14
2015-11-03,阜新,32,11,多云,6级,95
2015-11-04,阜新,3,-1,多云,1级,38
2015-11-05,阜新,10,-18,中雨,2级,26
2015-11-06,阜新,4,-14,中雨,2级,49
2015-11-07,阜新,19,-1,大雨,3级,69
2015-11-08,阜新,22,0,多云,6级,100
2015-11-09,阜新,2,-3,多云,3级,44
2015-11-10,阜新,34,-6,多云,6级,44
2015-11-11,阜新,11,9,中雨,5级,11
2015-11-12,阜新,1,7,大雨,6级,36
2015-11-13,阜新,12,-15,大雨,3级,70
2015-11-14,阜新,7,20,雪,1级,47
2015-11-15,阜新,18,-1,晴,1级,44
2015-11-16,阜新,5,-2,中雨,0级,33
2015-11-17,阜新,19,18,小雨,4级,93
2015-11-18,阜新,15,-14,多云,0级,37
2015-11-19,阜新,3,-7,中雨,2级,81
2015-11-20,阜新,11,-2,晴,5级,22
2015-11-21,阜新,1,-9,阴,2级,65
2015-11-22,阜新,14,-19,阴,6级,71
2015-11-23,阜新,18,15,阴,3级,18
2015-11-24,阜新,18,-17,晴,3级,15
2015-11-25,阜新,20,1,大雨,0级,32
2015-11-26,阜新,-8,-12,雪,5级,29
2015-11-27,阜新,-3,-18,阴,2级,39
2015-11-28,阜新,-1,-20,雪,5级,36
2015-11-29,阜新,0,22,多云,2级,36
2015-11-30,阜新,8,5,晴,4级,38
2015-12-01,阜新,18,11,中雨,2级,57
2015-12-02,阜新,13,6,阴,6级,45
2015-12-03,阜新,3,11,中雨,1级,58
2015-12-04,阜新,5,5,多云,5级,73
2015-12-05,阜新,24,3,中雨,6级,45
2015-12-06,阜新,-10,-19,多云,6级,4
2015-12-07,阜新,11,21,阴,5级,19
2015-12-08,阜新,1,-4,大雨,6级,14
2015-12-09,阜新,35,-13,中雨,5级,95
2015-12-10,阜新,0,4,阴,0级,57
2015-12-11,阜新,7,-19,晴,2级,42
2015-12-12,阜新,34,24,小雨,4级,94
2015-12-13,阜新,17,8,阴,3级,33
2015-12-14,阜新,-6,-9,中雨,4级,32
2015-12-15,阜新,8,16,大雨,5级,23
2015-12-16,阜新,4,17,阴,4级,67
2015-12-17,阜新,-1,-19,雪,0级,20
2015-12-18,阜新,17,-7,多云,4级,19
2015-12-19,阜新,27,18,雪,0级,63
2015-12-20,阜新,27,-18,中雨,3级,81
2015-12-21,阜新,34,19,阴,0级,83
2015-12-22,阜新,8,18,阴,5级,6
2015-12-23,阜新,13,-10,多云,1级,53
2015-12-24,阜新,9,-8,多云,5级,71
2015-12-25,阜新,25,-12,小雨,1级,67
2015-12-26,阜新,-3,-15,阴,1级,72
2015-12-27,阜新,6,22,中雨,6级,31
2015-12-28,阜新,34,-6,阴,2级,3
2015-12-29,阜新,-7,8,小雨,0级,85
2015-12-30,阜新,13,23,大雨,5级,67
2015-12-31,阜新,25,23,雪,3级,27
2016-01-01,阜新,10,-19,晴,0级,43
2016-01-02,阜新,26,12,阴,1级,6
2016-01-03,阜新,27,-10,小雨,4级,62
2016-01-04,阜新,18,-7,晴,6级,99
2016-01-05,阜新,24,12,小雨,1级,32
2016-01-06,阜新,19,-13,雪,1级,7
2016-01-07,阜新,2,-15,中雨,5级,16
2016-01-08,阜新,15,-20,晴,2级,50
2016-01-09,阜新,-3,-1,雪,3级,69
2016-01-10,阜新,13,-3,雪,1级,91
2016-01-11,阜新,0,8,晴,3级,69
2016-01-12,阜新,2,2,中雨,0级,75
2016-01-13,阜新,28,12,多云,6级,40
2016-01-14,阜新,6,1,中雨,1级,46
2016-01-15,阜新,-8,3,中雨,1级,46
2016-01-16,阜新,-5,2,大雨,3级,11
2016-01-17,阜新,13,22,晴,0级,2
2016-01-18,阜新,33,23,晴,5级,3
2016-01-19,阜新,3,17,多云,0级,6
2016-01-20,阜新,22,5,晴,0级,59
2016-01-21,阜新,20,-13,小雨,1级,15
2016-01-22,阜新,-5,19,雪,1级,96
2016-01-23,阜新,0,25,中雨,2级,28
2016-01-24,阜新,10,11,小雨,6级,58
2016-01-25,阜新,21,20,多云,5级,74
2016-01-26,阜新,-4,-14,晴,1级,1
2016-01-27,阜新,19,23,小雨,0级,18
2016-01-28,阜新,-9,-15,中雨,1级,75
2016-01-29,阜新,13,10,阴,0级,31
2016-01-30,阜新,29,24,大雨,6级,64
2016-01-31,阜新,35,24,大雨,2级,42
2016-02-01,阜新,14,-7,多云,4级,100
2016-02-02,阜新,1,20,中雨,3级,65
2016-02-03,阜新,12,7,晴,0级,26
2016-02-04,阜新,23,24,雪,0级,73
2016-02-05,阜新,26,-15,多云,6级,87
2016-02-06,阜新,35,16,阴,2级,6
2016-02-07,阜新,11,-14,雪,4级,83
2016-02-08,阜新,6,7,小雨,3级,12
2016-02-09,阜新,7,22,雪,2级,19
2016-02-10,阜新,17,16,中雨,0级,19
2016-02-11,阜新,7,-5,雪,0级,25
2016-02-12,阜新,17,21,雪,6级,86
2016-02-13,阜新,15,3,多云,5级,99
2016-02-14,阜新,17,6,小雨,5级,53
2016-02-15,阜新,20,-4,中雨,1级,68
2016-02-16,阜新,19,20,多云,0级,55
2016-02-17,阜新,16,9,晴,4级,22
2016-02-18,阜新,-4,4,雪,0级,95
2016-02-19,阜新,13,9,晴,1级,3
2016-02-20,阜新,10,-17,雪,4级,23
2016-02-21,阜新,-9,18,晴,6级,96
2016-02-22,阜新,-6,8,多云,6级,72
2016-02-23,阜新,-4,17,中雨,1级,82
2016-02-24,阜新,-8,21,小雨,2级,20
2016-02-25,阜新,-4,13,阴,3级,85
2016-02-26,阜新,33,19,小雨,1级,89
2016-02-27,阜新,-2,-19,晴,0级,30
2016-02-28,阜新,14,19,多云,4级,95
2016-02-29,阜新,-8,13,中雨,3级,49
2016-03-01,阜新,2,22,晴,0级,27
2016-03-02,阜新,17,13,小雨,6级,99
2016-03-03,阜新,31,-11,多云,4级,99
