日期,城市,最高气温,最低气温,天气状况,风力,降水量
2014-05-31,葫芦岛,13,-8,阴,5级,49
2014-06-01,葫芦岛,34,-3,雪,0级,24
2014-06-02,葫芦岛,-5,13,晴,5级,32
2014-06-03,葫芦岛,26,1,晴,2级,74
2014-06-04,葫芦岛,35,-19,雪,1级,84
2014-06-05,葫芦岛,16,7,阴,1级,24
2014-06-06,葫芦岛,33,-8,多云,0级,28
2014-06-07,葫芦岛,-8,3,小雨,1级,5
2014-06-08,葫芦岛,5,-18,晴,6级,23
2014-06-09,葫芦岛,2,-6,阴,2级,66
2014-06-10,葫芦岛,33,4,小雨,5级,49
2014-06-11,葫芦岛,14,-10,中雨,5级,76
2014-06-12,葫芦岛,33,21,大雨,6级,85
2014-06-13,葫芦岛,29,-3,晴,1级,99
2014-06-14,葫芦岛,28,25,雪,6级,33
2014-06-15,葫芦岛,23,25,中雨,6级,25
2014-06-16,葫芦岛,14,21,晴,5级,79
2014-06-17,葫芦岛,-9,-1,大雨,4级,83
2014-06-18,葫芦岛,20,0,大雨,0级,5
2014-06-19,葫芦岛,6,9,多云,5级,46
2014-06-20,葫芦岛,-3,14,阴,6级,33
2014-06-21,葫芦岛,32,-17,雪,2级,15
2014-06-22,葫芦岛,-7,1,大雨,3级,6
2014-06-23,葫芦岛,8,-5,多云,6级,9
2014-06-24,葫芦岛,8,24,大雨,1级,74
2014-06-25,葫芦岛,23,23,小雨,6级,7
2014-06-26,葫芦岛,5,-9,多云,6级,19
2014-06-27,葫芦岛,28,16,雪,5级,64
2014-06-28,葫芦岛,29,9,晴,5级,82
2014-06-29,葫芦岛,18,9,雪,0级,18
2014-06-30,葫芦岛,31,3,晴,0级,26
2014-07-01,葫芦岛,13,-4,晴,6级,84
2014-07-02,葫芦岛,10,17,晴,5级,48
2014-07-03,葫芦岛,6,-8,小雨,3级,53
2014-07-04,葫芦岛,-7,20,小雨,2级,53
2014-07-05,葫芦岛,23,3,中雨,1级,8
2014-07-06,葫芦岛,30,-15,雪,5级,94
2014-07-07,葫芦岛,13,0,晴,5级,78
2014-07-08,葫芦岛,13,-3,多云,5级,95
2014-07-09,葫芦岛,31,24,大雨,0级,46
2014-07-10,葫芦岛,10,21,多云,3级,71
2014-07-11,葫芦岛,20,-7,雪,4级,77
2014-07-12,葫芦岛,14,16,多云,0级,19
2014-07-13,葫芦岛,-4,-11,雪,2级,69
2014-07-14,葫芦岛,-3,19,小雨,6级,2
2014-07-15,葫芦岛,18,3,阴,6级,37
2014-07-16,葫芦岛,33,8,小雨,6级,51
2014-07-17,葫芦岛,7,21,中雨,3级,86
2014-07-18,葫芦岛,11,20,中雨,0级,83
2014-07-19,葫芦岛,33,24,阴,4级,69
2014-07-20,葫芦岛,9,-13,晴,4级,84
2014-07-21,葫芦岛,32,6,大雨,1级,97
2014-07-22,葫芦岛,5,-19,多云,3级,9
2014-07-23,葫芦岛,12,9,多云,4级,100
2014-07-24,葫芦岛,0,14,雪,2级,17
2014-07-25,葫芦岛,27,13,中雨,6级,20
2014-07-26,葫芦岛,14,-20,雪,4级,8
2014-07-27,葫芦岛,32,16,中雨,6级,63
2014-07-28,葫芦岛,20,25,雪,4级,29
2014-07-29,葫芦岛,19,-13,中雨,6级,55
2014-07-30,葫芦岛,-7,3,中雨,5级,3
2014-07-31,葫芦岛,-6,19,中雨,0级,43
2014-08-01,葫芦岛,20,20,多云,2级,54
2014-08-02,葫芦岛,6,0,中雨,5级,70
2014-08-03,葫芦岛,18,5,雪,1级,61
2014-08-04,葫芦岛,-10,-2,大雨,6级,70
2014-08-05,葫芦岛,7,-18,中雨,6级,35
2014-08-06,葫芦岛,11,2,中雨,1级,84
2014-08-07,葫芦岛,20,-10,小雨,1级,53
2014-08-08,葫芦岛,8,-6,雪,2级,84
2014-08-09,葫芦岛,17,4,大雨,4级,15
2014-08-10,葫芦岛,34,8,阴,2级,17
2014-08-11,葫芦岛,-1,9,大雨,2级,26
2014-08-12,葫芦岛,4,12,晴,2级,48
2014-08-13,葫芦岛,32,19,大雨,1级,6
2014-08-14,葫芦岛,10,20,多云,4级,33
2014-08-15,葫芦岛,15,-14,大雨,3级,15
2014-08-16,葫芦岛,0,7,中雨,3级,90
2014-08-17,葫芦岛,12,-10,大雨,2级,7
2014-08-18,葫芦岛,4,-2,多云,2级,45
2014-08-19,葫芦岛,23,21,雪,6级,13
2014-08-20,葫芦岛,9,-4,晴,6级,27
2014-08-21,葫芦岛,11,-1,中雨,4级,25
2014-08-22,葫芦岛,1,4,多云,6级,0
2014-08-23,葫芦岛,35,6,中雨,5级,14
2014-08-24,葫芦岛,10,2,晴,3级,21
2014-08-25,葫芦岛,30,-6,阴,2级,41
2014-08-26,葫芦岛,-3,1,雪,0级,39
2014-08-27,葫芦岛,2,-19,雪,6级,41
2014-08-28,葫芦岛,5,23,晴,2级,97
2014-08-29,葫芦岛,9,-19,多云,0级,8
2014-08-30,葫芦岛,10,6,雪,2级,61
2014-08-31,葫芦岛,-5,10,小雨,1级,27
2014-09-01,葫芦岛,12,-20,雪,0级,85
2014-09-02,葫芦岛,10,-8,阴,2级,4
2014-09-03,葫芦岛,-5,10,晴,2级,45
2014-09-04,葫芦岛,15,15,雪,3级,87
2014-09-05,葫芦岛,25,1,阴,1级,76
2014-09-06,葫芦岛,30,-14,晴,0级,22
2014-09-07,葫芦岛,26,11,小雨,2级,38
2014-09-08,葫芦岛,4,6,雪,0级,98
2014-09-09,葫芦岛,29,8,大雨,4级,26
2014-09-10,葫芦岛,-2,4,大雨,3级,92
2014-09-11,葫芦岛,-7,0,雪,4级,35
2014-09-12,葫芦岛,7,22,阴,3级,55
2014-09-13,葫芦岛,-2,1,中雨,4级,87
2014-09-14,葫芦岛,21,18,小雨,6级,24
2014-09-15,葫芦岛,15,-17,大雨,2级,68
2014-09-16,葫芦岛,-6,-17,晴,6级,82
2014-09-17,葫芦岛,1,-4,中雨,3级,16
2014-09-18,葫芦岛,-5,14,中雨,4级,73
2014-09-19,葫芦岛,34,-2,大雨,0级,97
2014-09-20,葫芦岛,-5,11,阴,5级,62
2014-09-21,葫芦岛,-7,3,中雨,5级,44
2014-09-22,葫芦岛,17,-7,阴,1级,8
2014-09-23,葫芦岛,20,-20,小雨,0级,65
2014-09-24,葫芦岛,32,1,大雨,3级,27
2014-09-25,葫芦岛,25,9,雪,6级,33
2014-09-26,葫芦岛,6,-10,大雨,5级,43
2014-09-27,葫芦岛,12,10,中雨,2级,38
2014-09-28,葫芦岛,33,-18,雪,4级,53
2014-09-29,葫芦岛,3,-17,小雨,0级,42
2014-09-30,葫芦岛,11,5,阴,6级,19
2014-10-01,葫芦岛,10,-16,小雨,4级,97
2014-10-02,葫芦岛,4,16,阴,5级,44
2014-10-03,葫芦岛,22,14,多云,1级,34
2014-10-04,葫芦岛,-10,4,多云,3级,40
2014-10-05,葫芦岛,1,1,雪,4级,33
2014-10-06,葫芦岛,-9,20,晴,0级,81
2014-10-07,葫芦岛,-5,-5,中雨,3级,33
2014-10-08,葫芦岛,-6,-3,阴,4级,12
2014-10-09,葫芦岛,21,20,大雨,6级,42
2014-10-10,葫芦岛,-8,-12,晴,1级,44
2014-10-11,葫芦岛,26,23,大雨,2级,77
2014-10-12,葫芦岛,6,13,中雨,3级,94
2014-10-13,葫芦岛,-10,12,雪,5级,65
2014-10-14,葫芦岛,26,5,大雨,5级,45
2014-10-15,葫芦岛,3,-4,多云,4级,31
2014-10-16,葫芦岛,3,-19,小雨,2级,90
2014-10-17,葫芦岛,29,-20,大雨,6级,19
2014-10-18,葫芦岛,32,21,中雨,6级,66
2014-10-19,葫芦岛,8,-6,中雨,3级,5
2014-10-20,葫芦岛,24,16,多云,4级,17
2014-10-21,葫芦岛,-7,18,雪,0级,39
2014-10-22,葫芦岛,3,2,雪,0级,15
2014-10-23,葫芦岛,22,17,大雨,3级,3
2014-10-24,葫芦岛,34,-4,阴,6级,44
2014-10-25,葫芦岛,19,-19,小雨,6级,78
2014-10-26,葫芦岛,31,4,晴,5级,40
2014-10-27,葫芦岛,9,-15,阴,1级,64
2014-10-28,葫芦岛,9,25,大雨,3级,59
2014-10-29,葫芦岛,3,-4,雪,6级,49
2014-10-30,葫芦岛,6,-1,多云,6级,44
2014-10-31,葫芦岛,33,-12,雪,1级,67
2014-11-01,葫芦岛,-2,14,中雨,2级,67
2014-11-02,葫芦岛,24,-17,中雨,5级,36
2014-11-03,葫芦岛,19,-11,晴,5级,97
2014-11-04,葫芦岛,-9,-5,大雨,0级,56
2014-11-05,葫芦岛,35,13,阴,1级,0
2014-11-06,葫芦岛,25,23,雪,3级,29
2014-11-07,葫芦岛,1,-3,雪,3级,18
2014-11-08,葫芦岛,6,12,小雨,3级,27
2014-11-09,葫芦岛,31,-2,小雨,3级,27
2014-11-10,葫芦岛,21,-9,小雨,1级,76
2014-11-11,葫芦岛,-5,-5,大雨,5级,16
2014-11-12,葫芦岛,-3,9,大雨,2级,51
2014-11-13,葫芦岛,18,6,阴,2级,39
2014-11-14,葫芦岛,16,-10,中雨,6级,5
2014-11-15,葫芦岛,35,-14,多云,1级,84
2014-11-16,葫芦岛,26,11,大雨,4级,49
2014-11-17,葫芦岛,31,-10,晴,2级,76
2014-11-18,葫芦岛,21,6,小雨,1级,99
2014-11-19,葫芦岛,-3,8,多云,1级,0
2014-11-20,葫芦岛,-2,2,小雨,1级,67
2014-11-21,葫芦岛,14,21,大雨,3级,14
2014-11-22,葫芦岛,22,-13,小雨,1级,77
2014-11-23,葫芦岛,1,-17,小雨,1级,37
2014-11-24,葫芦岛,3,-3,大雨,4级,8
2014-11-25,葫芦岛,21,2,大雨,1级,56
2014-11-26,葫芦岛,-9,21,中雨,3级,81
2014-11-27,葫芦岛,3,-19,雪,4级,20
2014-11-28,葫芦岛,-3,1,晴,2级,28
2014-11-29,葫芦岛,-6,-11,小雨,3级,32
2014-11-30,葫芦岛,6,13,晴,3级,15
2014-12-01,葫芦岛,16,-4,雪,0级,51
2014-12-02,葫芦岛,23,-19,大雨,5级,31
2014-12-03,葫芦岛,2,19,晴,1级,43
2014-12-04,葫芦岛,-6,2,晴,2级,78
2014-12-05,葫芦岛,33,7,大雨,4级,23
2014-12-06,葫芦岛,32,-4,大雨,3级,53
2014-12-07,葫芦岛,-1,-2,阴,5级,94
2014-12-08,葫芦岛,2,20,多云,6级,64
2014-12-09,葫芦岛,7,4,小雨,4级,98
2014-12-10,葫芦岛,-7,-9,大雨,6级,0
2014-12-11,葫芦岛,9,-13,小雨,1级,74
2014-12-12,葫芦岛,35,19,雪,1级,7
2014-12-13,葫芦岛,25,15,大雨,3级,32
2014-12-14,葫芦岛,7,-9,多云,3级,1
2014-12-15,葫芦岛,-3,0,多云,6级,81
2014-12-16,葫芦岛,19,-17,雪,1级,25
2014-12-17,葫芦岛,12,-19,雪,0级,59
2014-12-18,葫芦岛,-6,-1,大雨,1级,86
2014-12-19,葫芦岛,-10,-4,中雨,0级,75
2014-12-20,葫芦岛,34,-7,大雨,5级,55
2014-12-21,葫芦岛,19,4,多云,4级,71
2014-12-22,葫芦岛,-8,21,阴,6级,55
2014-12-23,葫芦岛,29,7,晴,4级,19
2014-12-24,葫芦岛,35,1,大雨,3级,96
2014-12-25,葫芦岛,33,5,小雨,6级,74
2014-12-26,葫芦岛,13,-9,大雨,0级,37
2014-12-27,葫芦岛,33,3,晴,1级,60
2014-12-28,葫芦岛,32,25,中雨,6级,100
2014-12-29,葫芦岛,25,-15,大雨,1级,60
2014-12-30,葫芦岛,-7,21,晴,5级,59
2014-12-31,葫芦岛,-4,-11,大雨,0级,38
2015-01-01,葫芦岛,16,-2,大雨,6级,71
2015-01-02,葫芦岛,27,13,小雨,3级,91
2015-01-03,葫芦岛,34,-5,中雨,6级,83
2015-01-04,葫芦岛,8,3,雪,0级,78
2015-01-05,葫芦岛,-1,-4,小雨,3级,23
2015-01-06,葫芦岛,13,-7,阴,0级,44
2015-01-07,葫芦岛,5,22,阴,5级,49
2015-01-08,葫芦岛,16,-18,大雨,3级,4
2015-01-09,葫芦岛,31,19,大雨,5级,49
2015-01-10,葫芦岛,6,-9,大雨,1级,95
2015-01-11,葫芦岛,31,23,中雨,2级,99
2015-01-12,葫芦岛,-7,-20,阴,4级,3
2015-01-13,葫芦岛,1,-5,多云,5级,62
2015-01-14,葫芦岛,31,6,大雨,2级,94
2015-01-15,葫芦岛,1,24,中雨,1级,74
2015-01-16,葫芦岛,30,-8,阴,5级,99
2015-01-17,葫芦岛,23,19,雪,1级,6
2015-01-18,葫芦岛,11,13,阴,4级,82
2015-01-19,葫芦岛,33,10,小雨,5级,11
2015-01-20,葫芦岛,30,4,多云,4级,91
2015-01-21,葫芦岛,5,22,多云,2级,84
2015-01-22,葫芦岛,-5,-6,中雨,2级,6
2015-01-23,葫芦岛,13,17,雪,2级,4
2015-01-24,葫芦岛,25,21,晴,1级,4
2015-01-25,葫芦岛,35,12,中雨,2级,15
2015-01-26,葫芦岛,2,1,大雨,2级,43
2015-01-27,葫芦岛,29,25,小雨,4级,31
2015-01-28,葫芦岛,5,-17,中雨,1级,92
2015-01-29,葫芦岛,-1,4,晴,5级,88
2015-01-30,葫芦岛,30,4,雪,4级,96
2015-01-31,葫芦岛,10,-12,阴,4级,57
2015-02-01,葫芦岛,28,18,晴,1级,46
2015-02-02,葫芦岛,0,-20,雪,2级,43
2015-02-03,葫芦岛,11,7,阴,6级,16
2015-02-04,葫芦岛,12,20,小雨,6级,19
2015-02-05,葫芦岛,13,2,雪,5级,1
2015-02-06,葫芦岛,18,8,多云,5级,5
2015-02-07,葫芦岛,-7,1,雪,5级,18
2015-02-08,葫芦岛,7,18,雪,5级,83
2015-02-09,葫芦岛,26,-1,多云,5级,32
2015-02-10,葫芦岛,28,14,中雨,5级,64
2015-02-11,葫芦岛,32,1,中雨,6级,22
2015-02-12,葫芦岛,-3,5,大雨,1级,46
2015-02-13,葫芦岛,31,2,多云,0级,31
2015-02-14,葫芦岛,4,-15,雪,4级,60
2015-02-15,葫芦岛,-3,-9,阴,5级,68
2015-02-16,葫芦岛,31,-18,小雨,0级,27
2015-02-17,葫芦岛,-5,19,中雨,2级,20
2015-02-18,葫芦岛,1,15,雪,1级,56
2015-02-19,葫芦岛,12,16,阴,3级,90
2015-02-20,葫芦岛,-6,-8,多云,4级,26
2015-02-21,葫芦岛,9,-8,中雨,0级,69
2015-02-22,葫芦岛,-1,0,大雨,0级,85
2015-02-23,葫芦岛,22,-2,小雨,5级,44
2015-02-24,葫芦岛,21,25,晴,0级,85
2015-02-25,葫芦岛,13,21,小雨,6级,46
2015-02-26,葫芦岛,15,1,大雨,2级,90
2015-02-27,葫芦岛,23,25,中雨,5级,57
2015-02-28,葫芦岛,33,12,中雨,2级,78
2015-03-01,葫芦岛,33,14,阴,1级,90
2015-03-02,葫芦岛,15,9,雪,3级,18
2015-03-03,葫芦岛,3,3,阴,6级,30
2015-03-04,葫芦岛,5,-4,中雨,3级,22
2015-03-05,葫芦岛,-8,9,晴,4级,40
2015-03-06,葫芦岛,16,11,小雨,4级,88
2015-03-07,葫芦岛,-1,14,雪,2级,81
2015-03-08,葫芦岛,13,-6,雪,0级,60
2015-03-09,葫芦岛,12,5,中雨,1级,66
2015-03-10,葫芦岛,6,-17,雪,5级,99
2015-03-11,葫芦岛,15,6,多云,1级,2
2015-03-12,葫芦岛,5,6,中雨,6级,49
2015-03-13,葫芦岛,16,-11,小雨,0级,81
2015-03-14,葫芦岛,25,-9,雪,4级,4
2015-03-15,葫芦岛,5,-13,中雨,4级,16
2015-03-16,葫芦岛,23,-17,多云,3级,93
2015-03-17,葫芦岛,14,23,雪,5级,80
2015-03-18,葫芦岛,-9,-14,大雨,4级,80
2015-03-19,葫芦岛,28,10,阴,5级,74
2015-03-20,葫芦岛,27,8,大雨,3级,62
2015-03-21,葫芦岛,28,-20,雪,3级,1
2015-03-22,葫芦岛,18,24,阴,3级,27
2015-03-23,葫芦岛,-2,11,雪,0级,45
2015-03-24,葫芦岛,29,-14,阴,2级,24
2015-03-25,葫芦岛,16,13,中雨,4级,32
2015-03-26,葫芦岛,28,-2,小雨,5级,9
2015-03-27,葫芦岛,21,-13,雪,2级,91
2015-03-28,葫芦岛,-10,14,阴,0级,42
2015-03-29,葫芦岛,4,-7,中雨,0级,51
2015-03-30,葫芦岛,25,-15,大雨,6级,35
2015-03-31,葫芦岛,7,1,中雨,5级,15
2015-04-01,葫芦岛,2,6,大雨,0级,54
2015-04-02,葫芦岛,4,-10,阴,1级,95
2015-04-03,葫芦岛,21,9,雪,3级,59
2015-04-04,葫芦岛,14,23,中雨,1级,16
2015-04-05,葫芦岛,2,9,小雨,1级,92
2015-04-06,葫芦岛,2,-6,多云,6级,1
2015-04-07,葫芦岛,5,1,晴,3级,56
2015-04-08,葫芦岛,29,18,多云,6级,90
2015-04-09,葫芦岛,33,15,多云,2级,83
2015-04-10,葫芦岛,21,-11,多云,4级,95
2015-04-11,葫芦岛,-5,11,晴,1级,50
2015-04-12,葫芦岛,35,8,雪,6级,28
2015-04-13,葫芦岛,21,-7,晴,0级,35
2015-04-14,葫芦岛,22,-15,小雨,4级,16
2015-04-15,葫芦岛,32,-1,多云,1级,98
2015-04-16,葫芦岛,-2,12,小雨,2级,22
2015-04-17,葫芦岛,-9,17,小雨,2级,75
2015-04-18,葫芦岛,14,-14,晴,3级,9
2015-04-19,葫芦岛,16,19,多云,6级,56
2015-04-20,葫芦岛,33,-7,多云,4级,69
2015-04-21,葫芦岛,-7,-6,晴,6级,72
2015-04-22,葫芦岛,-1,6,晴,6级,63
2015-04-23,葫芦岛,-6,3,小雨,4级,38
2015-04-24,葫芦岛,20,9,中雨,0级,96
2015-04-25,葫芦岛,26,-6,多云,2级,86
2015-04-26,葫芦岛,21,20,大雨,1级,56
2015-04-27,葫芦岛,22,16,中雨,3级,10
2015-04-28,葫芦岛,-4,-19,阴,4级,27
2015-04-29,葫芦岛,21,-19,多云,2级,24
2015-04-30,葫芦岛,20,-9,中雨,5级,15
2015-05-01,葫芦岛,18,-14,大雨,6级,65
2015-05-02,葫芦岛,14,12,晴,1级,55
2015-05-03,葫芦岛,25,-3,多云,6级,11
2015-05-04,葫芦岛,1,14,中雨,0级,12
2015-05-05,葫芦岛,17,-6,阴,2级,0
2015-05-06,葫芦岛,-4,16,多云,6级,58
2015-05-07,葫芦岛,-6,14,阴,6级,73
2015-05-08,葫芦岛,1,-10,晴,0级,67
2015-05-09,葫芦岛,9,-11,雪,1级,27
2015-05-10,葫芦岛,10,9,雪,0级,30
2015-05-11,葫芦岛,9,-13,大雨,4级,32
2015-05-12,葫芦岛,13,-16,小雨,6级,33
2015-05-13,葫芦岛,31,-16,中雨,1级,16
2015-05-14,葫芦岛,2,-19,小雨,4级,15
2015-05-15,葫芦岛,19,-16,雪,0级,30
2015-05-16,葫芦岛,-9,14,大雨,2级,38
2015-05-17,葫芦岛,30,10,晴,5级,63
2015-05-18,葫芦岛,19,8,小雨,0级,20
2015-05-19,葫芦岛,18,-20,晴,4级,94
2015-05-20,葫芦岛,5,-4,多云,2级,70
2015-05-21,葫芦岛,16,-18,小雨,2级,50
2015-05-22,葫芦岛,-6,25,大雨,4级,20
2015-05-23,葫芦岛,23,13,中雨,2级,25
2015-05-24,葫芦岛,7,8,雪,4级,34
2015-05-25,葫芦岛,-10,-15,中雨,3级,34
2015-05-26,葫芦岛,13,-20,小雨,6级,93
2015-05-27,葫芦岛,23,-9,阴,3级,54
2015-05-28,葫芦岛,6,-13,晴,2级,50
2015-05-29,葫芦岛,-1,19,晴,2级,33
2015-05-30,葫芦岛,0,14,雪,3级,72
2015-05-31,葫芦岛,6,7,阴,5级,24
2015-06-01,葫芦岛,29,7,多云,4级,43
2015-06-02,葫芦岛,10,-4,晴,5级,38
2015-06-03,葫芦岛,30,13,大雨,3级,52
2015-06-04,葫芦岛,30,-18,多云,3级,75
2015-06-05,葫芦岛,-10,-2,多云,3级,35
2015-06-06,葫芦岛,17,-1,阴,3级,63
2015-06-07,葫芦岛,-9,-12,中雨,4级,52
2015-06-08,葫芦岛,22,-1,晴,1级,85
2015-06-09,葫芦岛,20,14,阴,5级,74
2015-06-10,葫芦岛,27,-14,阴,3级,20
2015-06-11,葫芦岛,-6,-15,多云,1级,25
2015-06-12,葫芦岛,32,6,阴,4级,93
2015-06-13,葫芦岛,7,9,晴,2级,33
2015-06-14,葫芦岛,13,13,阴,2级,8
2015-06-15,葫芦岛,34,16,雪,0级,27
2015-06-16,葫芦岛,31,12,小雨,3级,45
2015-06-17,葫芦岛,17,-13,雪,2级,34
2015-06-18,葫芦岛,21,3,雪,4级,1
2015-06-19,葫芦岛,3,-1,大雨,4级,41
2015-06-20,葫芦岛,8,14,小雨,6级,31
2015-06-21,葫芦岛,15,18,雪,2级,4
2015-06-22,葫芦岛,34,9,多云,2级,24
2015-06-23,葫芦岛,34,-16,阴,3级,15
2015-06-24,葫芦岛,31,-18,小雨,6级,39
2015-06-25,葫芦岛,-8,-7,雪,3级,13
2015-06-26,葫芦岛,34,23,晴,5级,46
2015-06-27,葫芦岛,3,4,中雨,6级,1
2015-06-28,葫芦岛,13,-20,大雨,0级,13
2015-06-29,葫芦岛,-5,23,多云,2级,12
2015-06-30,葫芦岛,23,0,大雨,3级,80
2015-07-01,葫芦岛,-2,22,晴,1级,3
2015-07-02,葫芦岛,22,12,晴,5级,6
2015-07-03,葫芦岛,32,-19,大雨,3级,88
2015-07-04,葫芦岛,24,25,雪,3级,43
2015-07-05,葫芦岛,35,-15,多云,4级,59
2015-07-06,葫芦岛,5,18,中雨,5级,94
2015-07-07,葫芦岛,1,3,中雨,4级,5
2015-07-08,葫芦岛,10,-20,大雨,1级,66
2015-07-09,葫芦岛,15,-3,中雨,5级,42
2015-07-10,葫芦岛,-8,-2,小雨,2级,63
2015-07-11,葫芦岛,6,11,晴,5级,49
2015-07-12,葫芦岛,10,17,阴,2级,42
2015-07-13,葫芦岛,2,21,阴,3级,80
2015-07-14,葫芦岛,-7,-2,小雨,6级,89
2015-07-15,葫芦岛,-10,-13,小雨,4级,10
2015-07-16,葫芦岛,10,-8,阴,3级,73
2015-07-17,葫芦岛,18,0,雪,2级,47
2015-07-18,葫芦岛,11,-12,大雨,6级,20
2015-07-19,葫芦岛,13,-15,小雨,5级,63
2015-07-20,葫芦岛,4,-4,中雨,4级,27
2015-07-21,葫芦岛,34,-2,大雨,3级,83
2015-07-22,葫芦岛,8,20,中雨,2级,9
2015-07-23,葫芦岛,15,17,大雨,2级,57
2015-07-24,葫芦岛,19,17,晴,5级,92
2015-07-25,葫芦岛,21,-18,雪,5级,1
2015-07-26,葫芦岛,5,-15,阴,1级,48
2015-07-27,葫芦岛,3,20,大雨,3级,90
2015-07-28,葫芦岛,6,-13,小雨,4级,35
2015-07-29,葫芦岛,23,5,晴,1级,11
2015-07-30,葫芦岛,25,16,雪,6级,75
2015-07-31,葫芦岛,32,-15,大雨,2级,96
2015-08-01,葫芦岛,23,-9,阴,2级,55
2015-08-02,葫芦岛,-9,13,小雨,6级,58
2015-08-03,葫芦岛,22,-6,小雨,1级,46
2015-08-04,葫芦岛,5,-14,阴,2级,3
2015-08-05,葫芦岛,18,-5,中雨,0级,53
2015-08-06,葫芦岛,35,2,中雨,6级,27
2015-08-07,葫芦岛,16,16,多云,0级,54
2015-08-08,葫芦岛,1,5,大雨,0级,43
2015-08-09,葫芦岛,-5,-8,多云,1级,64
2015-08-10,葫芦岛,7,23,阴,0级,16
2015-08-11,葫芦岛,21,-11,阴,1级,70
2015-08-12,葫芦岛,24,7,大雨,2级,15
2015-08-13,葫芦岛,-10,-2,晴,2级,93
2015-08-14,葫芦岛,-4,-2,小雨,1级,14
2015-08-15,葫芦岛,7,16,晴,4级,76
2015-08-16,葫芦岛,-2,8,小雨,1级,91
2015-08-17,葫芦岛,32,7,晴,2级,100
2015-08-18,葫芦岛,13,20,多云,0级,68
2015-08-19,葫芦岛,28,-18,大雨,2级,68
2015-08-20,葫芦岛,10,-16,小雨,1级,93
2015-08-21,葫芦岛,32,-9,晴,6级,50
2015-08-22,葫芦岛,3,-9,中雨,0级,75
2015-08-23,葫芦岛,-4,-19,大雨,5级,73
2015-08-24,葫芦岛,2,23,小雨,0级,77
2015-08-25,葫芦岛,33,-6,阴,5级,23
2015-08-26,葫芦岛,-5,-15,多云,2级,31
2015-08-27,葫芦岛,-8,24,中雨,1级,85
2015-08-28,葫芦岛,4,-15,小雨,4级,10
2015-08-29,葫芦岛,-2,11,雪,6级,12
2015-08-30,葫芦岛,0,16,雪,1级,6
2015-08-31,葫芦岛,28,8,晴,3级,85
2015-09-01,葫芦岛,13,-6,雪,4级,76
2015-09-02,葫芦岛,28,-8,大雨,0级,43
2015-09-03,葫芦岛,-5,-10,中雨,6级,74
2015-09-04,葫芦岛,1,-3,大雨,0级,77
2015-09-05,葫芦岛,20,-15,晴,3级,76
2015-09-06,葫芦岛,3,5,晴,2级,59
2015-09-07,葫芦岛,33,7,多云,1级,61
2015-09-08,葫芦岛,-10,5,大雨,1级,62
2015-09-09,葫芦岛,7,-1,多云,4级,21
2015-09-10,葫芦岛,-2,-10,雪,4级,8
2015-09-11,葫芦岛,-1,7,阴,2级,96
2015-09-12,葫芦岛,1,5,小雨,1级,74
2015-09-13,葫芦岛,32,-14,阴,0级,18
2015-09-14,葫芦岛,-2,25,雪,2级,73
2015-09-15,葫芦岛,27,15,中雨,1级,88
2015-09-16,葫芦岛,34,25,阴,4级,5
2015-09-17,葫芦岛,-10,17,中雨,3级,65
2015-09-18,葫芦岛,13,12,晴,0级,11
2015-09-19,葫芦岛,25,10,大雨,6级,79
2015-09-20,葫芦岛,14,16,阴,5级,95
2015-09-21,葫芦岛,4,-7,中雨,1级,16
2015-09-22,葫芦岛,-2,24,多云,6级,35
2015-09-23,葫芦岛,-7,4,雪,6级,66
2015-09-24,葫芦岛,6,-5,小雨,5级,54
2015-09-25,葫芦岛,24,-12,多云,4级,78
2015-09-26,葫芦岛,7,-4,小雨,1级,87
2015-09-27,葫芦岛,26,-9,雪,5级,46
2015-09-28,葫芦岛,28,9,雪,0级,8
2015-09-29,葫芦岛,-10,19,小雨,0级,85
2015-09-30,葫芦岛,26,0,小雨,0级,5
2015-10-01,葫芦岛,7,-4,雪,0级,92
2015-10-02,葫芦岛,-9,-2,阴,6级,78
2015-10-03,葫芦岛,14,-8,小雨,6级,65
2015-10-04,葫芦岛,15,9,阴,0级,42
2015-10-05,葫芦岛,24,12,小雨,6级,62
2015-10-06,葫芦岛,-1,-2,阴,6级,69
2015-10-07,葫芦岛,9,16,晴,3级,53
2015-10-08,葫芦岛,-2,-15,雪,6级,94
2015-10-09,葫芦岛,-8,-11,大雨,1级,61
2015-10-10,葫芦岛,-9,13,阴,1级,47
2015-10-11,葫芦岛,25,-4,大雨,3级,92
2015-10-12,葫芦岛,6,-11,雪,4级,31
2015-10-13,葫芦岛,24,11,阴,2级,7
2015-10-14,葫芦岛,-3,-8,多云,2级,69
2015-10-15,葫芦岛,1,-5,小雨,5级,96
2015-10-16,葫芦岛,34,24,晴,3级,66
2015-10-17,葫芦岛,25,11,晴,6级,66
2015-10-18,葫芦岛,-6,3,晴,1级,17
2015-10-19,葫芦岛,1,-8,多云,3级,43
2015-10-20,葫芦岛,33,-16,中雨,6级,7
2015-10-21,葫芦岛,-1,10,小雨,2级,12
2015-10-22,葫芦岛,9,15,小雨,1级,21
2015-10-23,葫芦岛,1,16,多云,0级,67
2015-10-24,葫芦岛,20,-6,大雨,6级,67
2015-10-25,葫芦岛,-7,-2,小雨,5级,36
2015-10-26,葫芦岛,32,-2,多云,2级,93
2015-10-27,葫芦岛,30,19,多云,6级,99
